Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Record_id,Week,Score_date
0,110,1,0,0.0,1,148.5,115,49.0,13.82,12.4,626aad5d-e402-4e47-a8a7-5a40f90483a7,25,2026-06-21
0,148,1,0,0.39,1,178.3,98,58.9,14.13,11.4,8edd36e5-42d5-474c-a41e-472235bcb7dd,2,2026-01-08
0,21,1,1,2.57,6,135.9,90,72.7,13.55,9.5,d0d53794-85ff-499f-9763-6a4a32affa2f,25,2026-06-24
0,72,1,1,3.97,3,220.0,80,95.7,10.87,14.7,e6c6c73a-a703-4e54-98dc-975f7b7a0196,5,2026-02-04
0,68,1,0,0.0,3,148.8,70,47.0,12.33,12.1,1bdbb662-97eb-4582-b5c2-a375ff2c88e6,12,2026-03-22
0,60,1,0,0.0,0,207.8,109,46.0,6.18,5.7,f33bf35d-1332-4a24-a5b4-5af9e2e9ea28,24,2026-06-13
0,159,1,0,0.0,1,87.7,103,39.0,13.91,10.5,91764e19-c1ee-4bbd-9869-32e6b03769f4,8,2026-02-19
0,98,1,1,3.24,1,121.0,105,72.4,10.95,12.0,aa8b21fc-5723-4aa0-91e2-33c43f9ae093,15,2026-04-14
0,127,1,0,0.0,1,182.3,124,46.0,8.5,9.3,78d7643f-d7f3-434d-a1f0-06c7786c217a,19,2026-05-12
0,62,1,0,0.0,0,147.1,91,42.0,9.52,12.2,5009ce88-ce5a-48e7-b7af-05b99fd0664d,1,2026-01-02
0,78,1,0,0.0,2,190.3,88,49.0,9.73,11.7,09f75f28-ece6-475e-9596-3eb320d5e0ce,20,2026-05-14
0,174,1,0,0.0,3,124.3,76,45.0,13.86,15.5,1c86cf76-a89d-49ec-b2a0-625e6e45e657,8,2026-02-23
0,120,1,0,0.0,3,203.3,108,57.0,13.0,7.8,28a43e6f-61eb-49fc-be76-b12f05f5f50f,16,2026-04-16
0,93,1,0,0.24,1,239.8,70,65.4,12.59,10.9,a9013272-dcc0-4814-be0f-845533a79a61,1,2026-01-04
0,106,1,0,0.0,1,235.2,121,59.0,11.03,11.8,859db517-729f-4813-8e51-314a6804d5e9,8,2026-02-23
1,120,0,0,0.0,2,202.0,123,51.0,9.22,7.4,473a3a87-2f7c-435b-b553-982a17223bd5,21,2026-05-26
0,160,1,0,0.31,0,174.3,105,48.1,8.57,8.3,11927ea0-a37b-4859-86f4-021808e03425,7,2026-02-13
0,109,1,0,0.37,3,153.1,102,49.7,11.71,9.9,7f7550b2-d287-4838-93ba-4628edf3f57f,24,2026-06-11
0,85,1,0,0.0,4,183.4,111,46.0,8.44,9.9,3cd85526-365f-4822-82e3-4d551f99dd1f,2,2026-01-14
0,112,1,0,0.0,1,81.6,94,37.0,13.41,8.6,0d917727-2ac3-4adf-996b-d1482f5ea8cc,14,2026-04-05
0,148,1,0,0.0,1,208.4,120,51.0,8.72,11.2,7cef7cc0-0dfc-4879-a815-432e925deffe,7,2026-02-17
0,124,1,0,0.0,1,169.3,108,44.0,8.93,12.2,efe8f390-a15e-4066-8550-11a1073a9105,3,2026-01-15
0,150,1,1,2.97,1,174.4,75,74.7,8.5,11.0,3eacb3e6-a417-414b-839e-a643c293a6c2,6,2026-02-09
0,105,1,0,0.38,1,213.4,100,57.8,10.25,9.5,1861ed65-5939-4161-a837-8d5b160f15e5,12,2026-03-23
0,92,1,1,3.27,2,243.1,92,92.7,10.69,12.1,20b38b44-f1cd-40c5-8224-9bf5cb1969f2,16,2026-04-21
0,59,1,0,0.0,2,107.8,113,37.0,10.83,9.9,1f2c1ab8-f397-4013-bfe1-1eb5c2419e7a,8,2026-02-22
0,72,1,0,0.28,0,196.5,88,49.8,7.93,6.8,7ff14ce1-be96-4488-b43a-854a807d192b,4,2026-01-24
1,17,0,0,0.36,0,162.8,118,51.6,11.48,13.6,c6fef552-84b8-4559-a4f3-a86549aedb76,22,2026-06-03
0,116,1,0,0.23,2,217.3,91,58.3,10.81,11.3,a1eceb2a-7bc8-4167-98d5-48ffbdd4a4d2,18,2026-05-04
0,45,1,0,0.0,1,211.3,87,50.0,8.29,13.3,070cda3c-558b-46f6-92a2-86082c329ba6,6,2026-02-10
0,123,1,1,4.16,1,270.4,99,108.6,12.26,15.4,80acee56-dff3-4af8-884b-35521c97f31b,23,2026-06-06
0,124,1,0,0.0,0,194.0,103,54.0,12.05,11.9,58c788ef-f807-471d-be41-21b893ef672a,3,2026-01-15
0,82,1,1,1.11,1,146.5,73,57.1,12.32,4.1,c67c1ed6-63c2-491b-a478-7c94b381c466,7,2026-02-14
0,132,1,0,0.0,1,121.5,88,43.0,12.65,10.7,3f24f9fb-8a5a-4c0c-aa0e-1bc35c5c53be,10,2026-03-06
0,63,0,0,0.0,1,62.9,112,28.0,10.15,8.9,9e425aef-2dbd-42a2-ad7f-2aadb14bf784,13,2026-03-30
0,155,1,0,0.0,0,71.2,90,38.0,15.22,8.6,9b360027-d42d-4b6d-843f-d97c7eacb3b7,11,2026-03-12
0,225,1,0,0.0,1,182.7,142,53.0,12.33,8.8,ec21e6ba-153c-487d-9f08-2b11560bc020,2,2026-01-09
0,123,1,0,0.0,2,175.7,78,46.0,9.23,9.1,ccf6dce8-d827-480c-9a39-1109f292bcd9,13,2026-03-29
0,185,1,0,0.0,2,55.6,97,34.0,14.44,12.1,03f8a687-5a6b-48f9-b61e-6c759e0d8819,19,2026-05-09
0,85,1,0,0.0,1,210.3,66,53.0,9.79,11.2,aa4c2933-6655-46f9-abd4-87386b542b6b,20,2026-05-16
0,157,1,0,0.39,3,168.6,71,50.9,10.26,5.9,16590509-58a0-4828-b730-dd7f28c06214,9,2026-03-04
0,95,1,0,0.0,2,157.3,116,44.0,9.88,8.4,1ff4aec3-96e9-4bbd-867d-42c23bb35f58,20,2026-05-19
0,79,0,0,0.31,2,103.5,134,48.1,15.97,8.4,097cd9cb-84b4-4e0e-987e-21750cd80cf3,12,2026-03-22
0,87,1,1,2.57,3,82.6,113,59.7,11.22,9.5,91a2a064-8de2-49e6-aa5d-3dfd9e1030d3,20,2026-05-16
0,125,1,1,2.46,2,236.1,107,89.6,14.46,9.1,91f39344-b511-4cf3-ac08-673c3a8fe1e2,24,2026-06-12
0,144,1,1,2.73,1,106.4,109,55.3,5.41,10.1,896a97ff-c2b8-4404-a0e5-a273564e6191,24,2026-06-12
0,122,1,0,0.23,2,140.1,120,46.3,11.57,11.2,f3620602-a4c7-40b9-9a72-83417d4a5029,5,2026-02-02
0,61,1,0,0.2,1,234.2,76,61.0,10.84,13.9,752b41ab-4fc9-412f-bf06-5b355216431e,18,2026-05-03
0,101,0,0,0.0,1,156.4,116,38.0,6.52,7.3,d6c1883b-55b6-4038-a596-1d3b4b6648a7,1,2026-01-05
0,76,1,0,0.35,0,179.2,85,53.5,11.15,12.4,6a4f3d8c-ee84-4017-9b52-c00fb20f4cdf,6,2026-02-10
0,57,1,0,0.31,1,154.2,78,46.1,9.84,10.1,2258a050-3c21-40d1-80d0-b19b6d38f30b,4,2026-01-28
0,61,0,1,3.05,0,143.5,76,76.5,12.13,11.3,4c60be6f-f0af-487b-b254-2c5d90a39345,20,2026-05-15
0,80,1,0,0.0,1,124.3,100,36.0,8.65,7.9,49ffd7f6-a2d7-41a4-a7d6-10125953cb3a,11,2026-03-13
0,144,1,0,0.0,0,133.3,101,45.0,12.78,11.6,dd708c74-a05a-4039-b28d-080673fed09c,2,2026-01-12
1,71,0,0,0.0,3,178.2,113,45.0,8.39,13.6,5414fbf2-b1bf-47a2-bde4-61f070040ca8,24,2026-06-11
0,126,0,1,2.59,1,129.3,123,62.9,8.83,9.6,22d492a2-b448-4874-a749-c79b681c9ce3,5,2026-02-02
0,163,1,1,3.35,2,215.1,91,82.5,6.95,12.4,077e1af6-783e-4ba4-b0ee-d70cca50b81f,7,2026-02-17
0,98,1,1,1.78,2,111.1,105,55.8,10.9,6.6,ec176803-2bc0-46ac-b6b2-3e4ab2a2ac0a,22,2026-05-31
0,31,1,1,2.86,1,171.8,116,78.6,12.04,10.6,b78e4c64-3d36-43d1-a561-36845a38ace9,9,2026-03-03
0,78,1,0,0.23,2,193.4,99,45.3,5.85,9.3,2bdab391-fd1e-4bf1-b3f2-1ca41bb2fea8,6,2026-02-06
0,101,1,0,0.0,1,174.9,105,52.0,13.1,8.5,e4228b09-57a6-47c9-945d-c17da4e51028,15,2026-04-09
0,125,1,1,2.54,1,96.5,109,54.4,7.29,9.4,add2a0dd-885a-43a7-8f8c-954e5b260d8e,25,2026-06-21
0,117,1,0,0.39,1,119.0,82,40.9,9.38,11.5,61ba6bd6-3275-4765-89b6-e373a7310a6b,15,2026-04-14
0,46,1,0,0.0,1,156.4,105,43.0,9.28,11.8,2c9d0a03-084f-4485-a677-d484e2f12866,5,2026-02-04
0,96,0,0,0.0,2,200.6,117,59.0,14.48,11.2,3452b7fc-5016-48c1-aa04-29eb2424470b,15,2026-04-11
0,56,1,0,0.0,1,137.2,111,38.0,8.3,14.3,29d97a69-ab0b-457f-a7c5-5b380d428900,25,2026-06-24
0,96,1,0,0.0,3,197.7,68,55.0,12.53,10.5,80e6d28d-b896-4e95-a874-bbb493d69377,19,2026-05-11
1,61,1,1,1.73,4,187.5,124,62.3,7.33,6.4,4e6ffcfe-1dc7-4f8b-9b67-9d08a272848b,1,2026-01-01
0,88,1,0,0.0,1,113.7,67,34.0,8.26,10.8,cb712186-f464-4fb0-af21-4acdea50f581,1,2026-01-05
0,154,1,1,2.59,0,224.0,102,80.9,9.6,9.6,563143b7-9039-4c20-addf-866875dc18af,21,2026-05-22
0,132,0,1,3.48,2,200.3,75,88.8,11.33,12.9,5c349717-36ad-49e7-b9d2-d4818d1a4c39,15,2026-04-13
0,36,1,0,0.34,0,157.6,117,46.4,9.22,11.9,33038755-dafb-4f97-9d07-91f03196f03b,4,2026-01-27
0,90,1,1,3.0,2,185.6,106,81.0,10.99,11.1,f39671ed-42b0-4722-a5ea-5c12d28cd7a1,20,2026-05-17
1,23,1,0,0.0,2,321.6,107,77.0,12.58,11.3,8afa99e5-0b4c-467f-a3c7-c2f4c03ad02e,3,2026-01-15
0,176,1,0,0.25,2,47.4,125,25.5,8.39,10.5,c3d22c7f-afbe-4a68-bdb4-e18de9b17ca9,13,2026-03-31
0,63,1,0,0.0,1,128.7,78,43.0,12.04,12.8,4dd52584-7baa-4eb3-a67d-31636a0f3aff,6,2026-02-11
0,113,1,0,0.0,2,156.0,141,49.0,12.84,11.9,5bc74ba1-2cee-4e36-af4f-b918c9142da8,18,2026-05-04
0,107,1,1,2.24,0,204.2,57,75.4,10.3,8.3,3aaf5b5f-a7a6-457a-9735-b2b7bb4192b4,26,2026-06-28
0,102,1,0,0.0,2,123.1,106,37.0,9.1,12.6,081a6a9e-1c9d-4f0d-890b-44f7ed58cde7,9,2026-03-04
0,11,1,1,2.7,2,131.5,98,69.0,11.51,10.0,b0d0e65c-2a5e-4b86-b6fa-96f587a4a38e,14,2026-04-06
0,155,1,1,3.62,2,243.9,112,89.2,6.65,13.4,7a9c71f6-5a8c-4a4c-9af5-d5b278551705,8,2026-02-21
1,144,1,0,0.0,1,278.5,95,68.0,12.04,11.6,131dbddc-aafa-4006-9eb3-2e348cf9a754,14,2026-04-06
0,36,1,1,2.43,2,281.4,102,90.3,10.11,9.0,ecaa15c1-f546-4bd9-922e-3da3803a04a4,19,2026-05-12
0,101,1,1,2.57,0,209.2,82,75.7,7.99,9.5,cabb55c9-385a-476d-bbe1-b88ad16224c6,22,2026-05-31
0,54,1,0,0.0,1,210.5,102,54.0,10.23,8.5,c2199f2d-4583-4c46-9c1c-b01b8bf40660,21,2026-05-23
0,34,1,0,0.0,0,151.0,102,37.0,6.57,9.9,326db8e6-29a9-478f-a611-dd3066aaa054,25,2026-06-20
0,57,1,0,0.0,0,158.1,117,37.0,5.76,11.8,3b6997a1-eecc-4a06-ad15-ff83bb7f7c75,5,2026-01-29
0,120,1,1,3.13,0,299.5,83,96.3,8.17,11.6,231d379c-210e-4350-9089-e855bea2b3a2,6,2026-02-05
0,204,1,0,0.0,6,174.3,85,52.0,12.71,5.9,4ef41f09-7747-47e5-97e6-f408e608e812,2,2026-01-13
1,89,1,0,0.0,1,213.0,63,52.0,8.83,9.1,a5b46b13-d13d-4b26-9b37-76b9b08e5783,23,2026-06-09
0,210,1,0,0.28,2,104.6,121,33.8,7.48,6.5,85ba705b-acd0-47f8-9f53-b8ec380a11c5,11,2026-03-12
0,84,0,0,0.0,2,299.4,71,57.0,3.1,6.6,e53e8815-32a5-4446-8e02-ab0ec54869d6,13,2026-03-27
1,161,1,0,0.0,4,154.7,84,42.0,8.89,5.9,17abc945-4956-4920-b5d5-2e6a9b3c282c,4,2026-01-28
0,158,1,0,0.0,1,195.9,103,41.0,4.46,10.3,069eb94f-cb92-48ba-a45b-93ae541ca5c9,10,2026-03-07
0,90,1,0,0.0,2,179.2,77,49.0,10.54,9.2,da549204-3ec7-4993-8851-a8e4f0a84f90,25,2026-06-19
0,1,1,1,2.27,0,183.1,95,73.7,11.63,8.4,55f61c79-5beb-43dc-9e47-36025df50f01,7,2026-02-14
0,12,1,0,0.0,2,204.6,98,53.0,10.63,9.8,a5ff3c44-a893-4f72-a3e5-0453f7898d6d,9,2026-03-03
0,128,1,1,2.7,1,265.1,110,89.0,9.87,10.0,6ad3969f-3884-47e1-bf29-574cb16abe3c,20,2026-05-14
0,140,1,0,0.0,1,160.5,114,48.0,12.03,11.3,d39ccf31-b041-40ef-912e-4773c87b81dd,4,2026-01-28
0,113,1,0,0.0,1,207.2,113,57.0,12.8,9.9,d081a74c-8b6d-4e6a-a4ad-405e64d53326,4,2026-01-28
0,84,1,1,3.46,1,153.9,102,73.6,7.04,12.8,e21ea924-5eb7-4cc8-b5f3-469147e0f454,16,2026-04-18
0,122,1,1,3.13,1,163.0,107,86.3,15.64,11.6,110a4a90-3b02-4a84-b19c-971d7993a36b,7,2026-02-13
0,116,1,0,0.23,3,173.5,93,48.3,9.71,16.2,d3d94e89-ce74-4d23-a72f-473b5d519f55,12,2026-03-25
0,105,1,0,0.0,2,102.8,74,42.0,14.09,13.2,888a5f37-565f-4aeb-a976-101346ab6ab0,5,2026-01-30
0,99,1,0,0.0,1,124.6,90,34.0,7.32,10.5,e5771f2c-2b0d-4a13-950e-bcdf7a67e03c,11,2026-03-16
1,108,1,0,0.27,2,291.6,99,71.7,11.06,14.0,aad26863-abd3-4ce3-a3fd-decb2096b599,19,2026-05-08
0,117,1,0,0.0,0,239.9,84,56.0,8.74,9.8,0fc7e24a-d7ed-4dde-a81b-0290b82d329f,14,2026-04-02
0,48,1,0,0.0,0,128.2,71,26.0,2.41,8.9,52ff78f8-0fa8-462b-aac7-99b456a7f8bb,19,2026-05-09
0,161,1,0,0.0,1,173.4,100,48.0,10.69,11.5,2846deb1-40b8-4ac0-9544-e183114f252c,18,2026-05-01
1,149,0,1,2.38,5,126.9,97,59.8,8.35,8.8,517e1356-c376-4791-8c93-22f32b7d93ab,4,2026-01-27
0,127,1,0,0.0,2,220.2,108,54.0,9.42,11.7,2ed26c36-7c8b-41f6-a4a1-ee8ebf214469,18,2026-05-01
0,141,1,1,3.32,0,116.9,127,77.2,13.83,12.3,635bb351-273d-444a-a908-14108a572aff,17,2026-04-26
0,118,0,0,0.0,0,223.4,98,57.0,11.03,6.3,a1f9f0f3-684d-487a-bdbb-c08475a9bb0e,1,2026-01-03
1,146,1,0,0.0,7,149.3,83,42.0,9.36,7.9,048f731c-7905-40df-a982-b4a8c5b48d68,15,2026-04-13
1,144,1,1,1.76,2,189.8,96,60.6,6.17,6.5,22df182e-5199-4897-9107-8802f516772f,23,2026-06-04
0,59,1,0,0.19,0,159.5,96,43.9,8.36,10.2,3d555e47-a8d6-4c3c-9f03-8097a583121d,20,2026-05-17
1,180,1,0,0.0,3,224.9,105,60.0,12.5,6.7,1e06840d-5fb4-45bb-99c2-1f84b7e15106,9,2026-03-03
0,117,1,0,0.0,3,102.3,100,29.0,6.76,15.7,fbbf3dee-5836-4e77-b663-2b2e1d93e52f,24,2026-06-14
0,107,1,1,3.02,1,281.1,83,90.2,7.19,11.2,eb1eae87-44e7-4ab3-983c-1c83b710f650,8,2026-02-20
1,123,0,0,0.0,4,125.5,106,33.0,6.45,6.3,60051c22-86f2-428f-8efd-ba74be8b2708,25,2026-06-21
0,66,1,0,0.0,1,207.7,85,53.0,9.84,6.8,9dc8b4ba-0607-4e2c-bcd4-ebbe7a1adfab,22,2026-06-01
1,168,1,0,0.0,2,163.4,134,49.0,12.01,11.6,a2064aba-0e9e-488c-83cf-324bee6a590f,9,2026-02-28
0,58,1,0,0.0,2,238.9,107,57.0,9.36,11.8,a2e34930-c074-46ba-a4f9-886153bd2f68,17,2026-04-28
0,19,1,0,0.31,1,201.5,123,49.1,6.46,12.9,18060bcd-7a34-4a12-aa81-5d988c7432ea,23,2026-06-09
0,80,1,0,0.0,1,197.6,83,48.0,8.23,6.4,ab7de855-18be-48a3-8279-3d49801f7fb8,14,2026-04-06
0,101,0,0,0.38,0,193.7,108,52.8,9.33,11.6,0cb1bfc9-a531-4fbe-9ece-a54573bf84c9,26,2026-06-29
0,151,1,1,3.62,0,196.5,98,85.2,8.79,13.4,3f987dff-119d-4090-be5d-5ec06e3cd0ec,17,2026-04-23
0,101,0,0,0.17,1,133.5,51,43.7,10.98,11.7,09b41b7d-bddd-42a8-917a-6209e271ef73,9,2026-03-03
0,117,1,1,2.62,1,207.6,65,75.2,7.64,9.7,9c6106d8-16ea-40bd-a4ec-dda84f76fc21,8,2026-02-21
0,163,1,0,0.0,1,197.0,109,51.0,10.13,9.1,35436929-e32b-477c-8690-6e0add92f414,2,2026-01-12
0,102,1,0,0.0,4,174.5,73,48.0,10.69,10.3,aa0e87f2-4549-42d3-b2f4-5fece22c01f6,6,2026-02-08
0,62,1,0,0.0,1,98.9,103,29.0,6.77,12.2,540b00fe-72a6-413e-9728-236976aac6fc,19,2026-05-10
0,101,1,0,0.0,1,183.9,115,54.0,12.8,10.8,7aae1522-b038-453d-aa81-1e31d0794217,19,2026-05-11
0,45,1,1,2.08,1,91.7,104,49.8,7.53,7.7,176c4ad2-61e0-4f6d-989d-d14ba841a723,17,2026-04-23
0,116,1,0,0.0,1,189.5,90,49.0,9.49,13.1,91dc34ba-a219-4891-85df-251493b7cdb4,15,2026-04-11
0,149,0,0,0.18,0,176.2,87,44.8,7.25,5.7,c60323bd-06cf-4ce1-ab99-e872e80a449a,17,2026-04-23
0,12,0,0,0.0,2,216.7,117,47.0,5.83,9.8,ad47ecba-8fee-40e1-b9ae-43ec2f28faf9,12,2026-03-22
1,88,1,0,0.39,4,301.5,136,77.9,12.89,13.4,69ace55b-39d1-48db-a5c8-40ca11650ab9,17,2026-04-23
0,110,1,0,0.0,3,196.1,103,51.0,9.99,12.9,d3cd354f-bfe2-4abe-a547-15b47c496072,1,2026-01-02
0,138,1,0,0.27,1,133.9,87,39.7,8.32,15.4,1ef48b35-cdce-42fd-9f70-2969c5e2c651,19,2026-05-10
0,99,0,0,0.0,4,197.2,127,47.0,7.8,9.9,fc1c5e58-1491-4a8c-a200-d92a052d7e30,8,2026-02-23
0,83,1,1,3.54,3,155.9,122,76.4,8.12,13.1,8f1f7f6f-fffb-4485-90f6-950ec03e262a,13,2026-03-28
0,147,1,0,0.26,2,124.4,74,51.6,16.05,10.4,2059ebcc-51c2-4b0e-838a-5f69577b62ec,19,2026-05-09
0,197,1,0,0.0,0,233.9,96,59.0,10.95,9.5,760aba3e-e40f-40c3-b2a3-a599d1d63a86,21,2026-05-27
0,134,1,1,4.48,0,80.3,94,75.8,10.0,16.6,cdbd0768-61e2-4fcc-9824-af93b2b5cd87,18,2026-05-06
0,56,1,1,3.27,1,127.1,89,69.7,8.61,12.1,9b4870c0-865c-410e-a1f5-5191b9c1da99,19,2026-05-10
0,27,1,0,0.0,1,82.6,105,32.0,10.2,9.1,f9f6a552-d021-4615-afc1-3a6492aac8a9,8,2026-02-22
0,100,1,0,0.3,0,216.2,107,59.0,10.78,10.2,4a8f9d82-4c64-4f61-82a3-d00c9e0171c6,25,2026-06-21
